Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,Age_qt,Fare_qt,Pclass_scaled,Sex_scaled,Age_qt_scaled,SibSp_scaled,Parch_scaled,Fare_qt_scaled,Embarked_scaled
0,3,0,31.0,1,0,18.0,2,0.43808778981833246,0.15381512083356783,1.0,0.0,0.5421291926909031,0.125,0.0,0.5147917997571257,1.0
1,3,0,29.69911764705882,0,0,7.225,0,0.0754209895566442,-1.597203104737417,1.0,0.0,0.5072529421593373,0.0,0.0,0.3464032120058173,0.0
0,2,1,35.0,0,0,26.0,2,0.6634943012767216,0.3888396207570238,0.5,1.0,0.5638056570361273,0.0,0.0,0.5373931885097546,1.0
1,2,1,34.0,0,0,13.0,2,0.6021201112835268,-0.10821183727244707,0.5,1.0,0.5579035407552049,0.0,0.0,0.4895936900036676,1.0
1,3,0,15.0,0,0,8.0292,1,-1.345831967240049,-0.6080167076734379,1.0,0.0,0.3705765930857424,0.0,0.0,0.441529406577603,0.5
1,1,1,28.0,0,0,35.5,2,-0.2746734453469668,0.7740896873917489,0.0,1.0,0.4735857269287317,0.0,0.0,0.5744411836158962,1.0
0,3,0,8.0,3,1,21.075,2,-1.5707855701965032,0.24609173299677983,1.0,0.0,0.34894368318324626,0.375,0.16666666666666666,0.5236656813522597,1.0
1,3,0,38.0,1,5,31.3875,2,0.8259761252005041,0.7112103306664724,1.0,0.0,0.5794308998041521,0.125,0.8333333333333333,0.5683943213256838,1.0
0,3,1,29.69911764705882,0,0,7.225,0,0.0754209895566442,-1.597203104737417,1.0,1.0,0.5072529421593373,0.0,0.0,0.3464032120058173,0.0
0,1,1,19.0,3,2,263.0,2,-0.9567818903671269,2.5751369600643144,0.0,1.0,0.40799002034336385,0.375,0.3333333333333333,0.7476408695413723,1.0
1,3,0,29.69911764705882,0,0,7.8792,1,0.0754209895566442,-0.829513983831818,1.0,0.0,0.5072529421593373,0.0,0.0,0.42022887813169896,0.5
0,3,1,29.69911764705882,0,0,7.8958,2,0.0754209895566442,-0.7439382596568463,1.0,1.0,0.5072529421593373,0.0,0.0,0.42845836148554584,1.0
0,1,1,40.0,0,0,27.7208,0,0.9332296620625783,0.5342242798527256,0.0,1.0,0.5897450537859864,0.0,0.0,0.5513742636740908,0.0
1,1,0,29.69911764705882,1,0,146.5208,0,0.0754209895566442,1.8402482168504009,0.0,0.0,0.5072529421593373,0.125,0.0,0.6769694877036576,0.0
1,3,0,29.69911764705882,0,0,7.75,1,0.0754209895566442,-1.0926463628659455,1.0,0.0,0.5072529421593373,0.0,0.0,0.39492446436253315,0.5
0,2,1,66.0,0,0,10.5,2,2.4111594216554573,-0.2694607398186383,0.5,1.0,0.731871789749756,0.0,0.0,0.4740870124718861,1.0
0,1,1,28.0,1,0,82.1708,0,-0.2746734453469668,1.4039939831196382,0.0,1.0,0.4735857269287317,0.125,0.0,0.6350166209398077,0.0
0,1,1,42.0,1,0,52.0,2,1.026599226458071,0.9528198349421091,0.0,1.0,0.5987240403310208,0.125,0.0,0.5916289642426651,1.0
1,3,1,29.69911764705882,0,0,7.2292,0,0.0754209895566442,-1.4822396003571403,1.0,1.0,0.5072529421593373,0.0,0.0,0.3574588034684496,0.0
0,3,1,21.0,0,0,8.05,2,-0.7911478565359643,-0.5371234195074972,1.0,1.0,0.42391839883370597,0.0,0.0,0.4483469373725304,1.0
0,3,0,18.0,2,0,18.0,2,-1.0745748200036587,0.15381512083356783,1.0,0.0,0.39666233409834095,0.25,0.0,0.5147917997571257,1.0
1,3,0,14.0,1,0,11.2417,0,-1.390659654897429,-0.22028230201106122,1.0,0.0,0.3662656893461075,0.125,0.0,0.4788163108705553,0.0
0,3,0,40.0,1,0,9.475,2,0.9332296620625783,-0.3627540840621951,1.0,0.0,0.5897450537859864,0.125,0.0,0.46511535572134227,1.0
0,2,0,27.0,1,0,21.0,2,-0.33785701481395763,0.23058751152675497,0.5,0.0,0.4675096096866259,0.125,0.0,0.5221747008933499,1.0
0,3,1,29.69911764705882,0,0,7.8958,0,0.0754209895566442,-0.7439382596568463,1.0,1.0,0.5072529421593373,0.0,0.0,0.42845836148554584,0.0
1,2,0,3.0,1,2,41.5792,0,-1.8799107653216574,0.8618363930960032,0.5,0.0,0.3192163198209954,0.125,0.3333333333333333,0.5828794417891092,0.0
1,3,0,19.0,0,0,7.8792,1,-0.9567818903671269,-0.829513983831818,1.0,0.0,0.40799002034336385,0.0,0.0,0.42022887813169896,0.5
0,3,1,29.69911764705882,0,0,8.05,2,0.0754209895566442,-0.5371234195074972,1.0,1.0,0.5072529421593373,0.0,0.0,0.4483469373725304,1.0
0,3,1,29.69911764705882,1,0,15.5,1,0.0754209895566442,0.0703843144357313,1.0,1.0,0.5072529421593373,0.125,0.0,0.5067685847733391,0.5
1,3,0,29.69911764705882,0,0,7.75,1,0.0754209895566442,-1.0926463628659455,1.0,0.0,0.5072529421593373,0.0,0.0,0.39492446436253315,0.5
0,3,1,29.69911764705882,2,0,21.6792,0,0.0754209895566442,0.25406641891398507,1.0,1.0,0.5072529421593373,0.25,0.0,0.5244325757681761,0.0
0,3,0,18.0,1,0,17.8,2,-1.0745748200036587,0.14873400563742584,1.0,0.0,0.39666233409834095,0.125,0.0,0.5143031687425621,1.0
0,3,1,7.0,4,1,39.6875,2,-1.606261649520609,0.8401904658733902,1.0,1.0,0.3455320871135414,0.5,0.16666666666666666,0.5807978374617785,1.0
0,3,1,21.0,0,0,7.8,2,-0.7911478565359643,-0.9057014463658583,1.0,1.0,0.42391839883370597,0.0,0.0,0.4129022272533054,1.0
1,1,0,49.0,1,0,76.7292,0,1.3647084924885173,1.25793066169206,0.0,0.0,0.6312386886545315,0.125,0.0,0.6209702814681355,0.0
1,2,0,29.0,1,0,26.0,2,-0.20230363460702494,0.3888396207570238,0.5,0.0,0.4805452491360773,0.125,0.0,0.5373931885097546,1.0
0,1,1,65.0,0,1,61.9792,0,2.3255966182826127,1.1077314514255836,0.0,1.0,0.7236435489390141,0.0,0.16666666666666666,0.6065262097110374,0.0
1,1,1,29.69911764705882,0,0,35.5,2,0.0754209895566442,0.7740896873917489,0.0,1.0,0.5072529421593373,0.0,0.0,0.5744411836158962,1.0
1,2,0,21.0,0,0,10.5,2,-0.7911478565359643,-0.2694607398186383,0.5,0.0,0.42391839883370597,0.0,0.0,0.4740870124718861,1.0
0,3,1,28.5,0,0,7.2292,0,-0.23574924523258095,-1.4822396003571403,1.0,1.0,0.4773289153152908,0.0,0.0,0.3574588034684496,0.0
1,2,0,5.0,1,2,27.75,2,-1.6737060878053673,0.5487655824546473,0.5,0.0,0.3390462187492944,0.125,0.3333333333333333,0.552772643984155,1.0
0,3,1,11.0,5,2,46.9,2,-1.4527521379315984,0.883893869289034,1.0,1.0,0.3602944976272512,0.625,0.3333333333333333,0.5850006231744664,1.0
0,3,1,22.0,0,0,7.2292,0,-0.6951298207741817,-1.4822396003571403,1.0,1.0,0.43315207853187637,0.0,0.0,0.3574588034684496,0.0
1,1,0,38.0,0,0,80.0,2,0.8259761252005041,1.3775681073731048,0.0,0.0,0.5794308998041521,0.0,0.0,0.6324753476211937,1.0
0,1,1,45.0,1,0,83.475,2,1.168798140045392,1.444292447130933,0.0,1.0,0.6123987547851958,0.125,0.0,0.6388919669209703,1.0
0,3,1,4.0,3,2,27.9,2,-1.7734612670109726,0.5634238615585514,1.0,1.0,0.32945315255386226,0.375,0.3333333333333333,0.5541822734678037,1.0
0,1,1,29.69911764705882,0,0,27.7208,0,0.0754209895566442,0.5342242798527256,0.0,1.0,0.5072529421593373,0.0,0.0,0.5513742636740908,0.0
1,3,1,29.69911764705882,1,1,15.2458,0,0.0754209895566442,0.05025417621651528,1.0,1.0,0.5072529421593373,0.125,0.16666666666666666,0.5048327479576674,0.0
1,2,0,29.0,0,0,10.5,2,-0.20230363460702494,-0.2694607398186383,0.5,0.0,0.4805452491360773,0.0,0.0,0.4740870124718861,1.0
0,3,1,19.0,0,0,8.1583,2,-0.9567818903671269,-0.46240646568273824,1.0,1.0,0.40799002034336385,0.0,0.0,0.45553217516840094,1.0
1,3,0,17.0,4,2,7.925,2,-1.1788021854537036,-0.6417398902624202,1.0,0.0,0.3866391952087103,0.5,0.3333333333333333,0.43828637974458046,1.0
0,3,1,26.0,2,0,8.6625,2,-0.39154994094607326,-0.4160755651955433,1.0,1.0,0.4623461705678389,0.25,0.0,0.4599876370181719,1.0
0,2,1,32.0,0,0,10.5,2,0.4940901910401251,-0.2694607398186383,0.5,1.0,0.5475147250141573,0.0,0.0,0.4740870124718861,1.0
0,3,0,16.0,5,2,46.9,2,-1.2690904173592292,0.883893869289034,1.0,0.0,0.3779565283814268,0.625,0.3333333333333333,0.5850006231744664,1.0
0,2,1,21.0,0,0,73.5,2,-0.7911478565359643,1.2200527208659053,0.5,1.0,0.42391839883370597,0.0,0.0,0.6173277077533108,1.0
0,3,1,26.0,1,0,14.4542,0,-0.39154994094607326,-0.0050233242817423526,1.0,1.0,0.4623461705678389,0.125,0.0,0.49951692650738605,0.0
1,3,1,32.0,0,0,56.4958,2,0.4940901910401251,1.0437670357108404,1.0,1.0,0.5475147250141573,0.0,0.0,0.600375001533275,1.0
0,3,1,25.0,0,0,7.65,2,-0.45473680761048496,-1.2469254072212976,1.0,1.0,0.45626973624712763,0.0,0.0,0.38008805088651243,1.0
0,3,1,29.69911764705882,0,0,7.8958,2,0.0754209895566442,-0.7439382596568463,1.0,1.0,0.5072529421593373,0.0,0.0,0.42845836148554584,1.0
0,3,1,29.69911764705882,0,0,8.05,2,0.0754209895566442,-0.5371234195074972,1.0,1.0,0.5072529421593373,0.0,0.0,0.4483469373725304,1.0
1,2,1,0.83,0,2,29.0,2,-2.5719459183625393,0.5868365092148812,0.5,1.0,0.25266600047362514,0.0,0.3333333333333333,0.5564337764029503,1.0
1,3,0,30.0,0,0,12.475,2,0.36725763242455783,-0.1818360110890942,1.0,0.0,0.5353177329359075,0.0,0.0,0.4825135405955714,1.0
0,3,1,22.0,0,0,9.0,2,-0.6951298207741817,-0.384584697574049,1.0,1.0,0.43315207853187637,0.0,0.0,0.46301599083448797,1.0
1,3,1,29.0,0,0,9.5,2,-0.20230363460702494,-0.34851305681638917,1.0,1.0,0.4805452491360773,0.0,0.0,0.4664848597225169,1.0
1,3,0,29.69911764705882,0,0,7.7875,1,0.0754209895566442,-0.9327090039007726,1.0,0.0,0.5072529421593373,0.0,0.0,0.4103050158676652,0.5
0,1,1,28.0,0,0,47.1,2,-0.2746734453469668,0.8988955959175531,0.0,1.0,0.4735857269287317,0.0,0.0,0.5864432806659291,1.0
1,2,0,17.0,0,0,10.5,2,-1.1788021854537036,-0.2694607398186383,0.5,0.0,0.3866391952087103,0.0,0.0,0.4740870124718861,1.0
1,3,0,33.0,3,0,15.85,2,0.554614576450374,0.09811158630531855,1.0,0.0,0.5533351189055027,0.375,0.0,0.50943500827718,1.0
0,3,1,16.0,1,3,34.375,2,-1.2690904173592292,0.7505794181100831,1.0,1.0,0.3779565283814268,0.125,0.5,0.5721802927901016,1.0
0,3,1,29.69911764705882,0,0,8.05,2,0.0754209895566442,-0.5371234195074972,1.0,1.0,0.5072529421593373,0.0,0.0,0.4483469373725304,1.0
1,1,0,23.0,3,2,263.0,2,-0.6202850431124973,2.5751369600643144,0.0,0.0,0.44034960864719086,0.375,0.3333333333333333,0.7476408695413723,1.0
0,3,1,24.0,0,0,8.05,2,-0.5429353022399479,-0.5371234195074972,1.0,1.0,0.44778803129651024,0.0,0.0,0.4483469373725304,1.0
0,3,1,29.0,0,0,8.05,2,-0.20230363460702494,-0.5371234195074972,1.0,1.0,0.4805452491360773,0.0,0.0,0.4483469373725304,1.0
0,3,1,20.0,0,0,7.8542,2,-0.8728120489963159,-0.8654833564602948,1.0,1.0,0.4160650722164084,0.0,0.0,0.4167698439704556,1.0
0,1,1,46.0,1,0,61.175,2,1.2200527208659053,1.1018024839332101,0.0,1.0,0.6173277077533108,0.125,0.0,0.6059560440506894,1.0
0,3,1,26.0,1,2,20.575,2,-0.39154994094607326,0.22028230201106094,1.0,1.0,0.4623461705678389,0.125,0.3333333333333333,0.5211836891200355,1.0
0,3,1,59.0,0,0,7.25,2,1.8799107653216565,-1.371109957500587,1.0,1.0,0.6807836801695953,0.0,0.0,0.36814570743360975,1.0
0,3,1,29.69911764705882,0,0,8.05,2,0.0754209895566442,-0.5371234195074972,1.0,1.0,0.5072529421593373,0.0,0.0,0.4483469373725304,1.0
0,1,1,71.0,0,0,34.6542,0,2.7065957075613256,0.7597460786466332,0.0,1.0,0.7602827441462807,0.0,0.0,0.5730618147523542,0.0
1,1,1,23.0,0,1,63.3583,0,-0.6202850431124973,1.1137144182386216,0.0,1.0,0.44034960864719086,0.0,0.16666666666666666,0.6071015682752704,0.0
1,2,0,34.0,0,1,23.0,2,0.6021201112835268,0.2720661684984033,0.5,0.0,0.5579035407552049,0.0,0.16666666666666666,0.5261635414246925,1.0
0,2,1,34.0,1,0,26.0,2,0.6021201112835268,0.3888396207570238,0.5,1.0,0.5579035407552049,0.125,0.0,0.5373931885097546,1.0
0,3,0,28.0,0,0,7.8958,2,-0.2746734453469668,-0.7439382596568463,1.0,0.0,0.4735857269287317,0.0,0.0,0.42845836148554584,1.0
0,3,1,29.69911764705882,0,0,7.8958,2,0.0754209895566442,-0.7439382596568463,1.0,1.0,0.5072529421593373,0.0,0.0,0.42845836148554584,1.0
0,1,1,21.0,0,1,77.2875,2,-0.7911478565359643,1.2690904173592286,0.0,1.0,0.42391839883370597,0.0,0.16666666666666666,0.6220434716091641,1.0
0,3,1,33.0,0,0,8.6542,2,0.554614576450374,-0.4381662470251946,1.0,1.0,0.5533351189055027,0.0,0.0,0.45786326237635716,1.0
0,3,1,37.0,2,0,7.925,2,0.791147856535964,-0.6417398902624202,1.0,1.0,0.5760816011568849,0.25,0.0,0.43828637974458046,1.0
0,3,1,28.0,0,0,7.8958,2,-0.2746734453469668,-0.7439382596568463,1.0,1.0,0.4735857269287317,0.0,0.0,0.42845836148554584,1.0
1,3,0,21.0,0,0,7.65,2,-0.7911478565359643,-1.2469254072212976,1.0,0.0,0.42391839883370597,0.0,0.0,0.38008805088651243,1.0
1,3,1,29.69911764705882,0,0,7.775,2,0.0754209895566442,-0.9727826798554204,1.0,1.0,0.5072529421593373,0.0,0.0,0.4064512868764628,1.0
0,3,1,38.0,0,0,7.8958,2,0.8259761252005041,-0.7439382596568463,1.0,1.0,0.5794308998041521,0.0,0.0,0.42845836148554584,1.0
1,3,0,29.69911764705882,1,0,24.15,1,0.0754209895566442,0.30611243798272164,1.0,0.0,0.5072529421593373,0.125,0.0,0.5294376382632878,0.5
0,1,1,47.0,0,0,52.0,2,1.25793066169206,0.9528198349421091,0.0,1.0,0.6209702814681355,0.0,0.0,0.5916289642426651,1.0
0,3,0,14.5,1,0,14.4542,0,-1.3617233139511016,-0.0050233242817423526,1.0,0.0,0.36904838430352493,0.125,0.0,0.49951692650738605,0.0
0,3,1,22.0,0,0,8.05,2,-0.6951298207741817,-0.5371234195074972,1.0,1.0,0.43315207853187637,0.0,0.0,0.4483469373725304,1.0
0,3,0,20.0,1,0,9.825,2,-0.8728120489963159,-0.32459054780791374,1.0,0.0,0.4160650722164084,0.125,0.0,0.46878539403368413,1.0
0,3,0,17.0,0,0,14.4583,0,-1.1788021854537036,0.0075350260349673305,1.0,0.0,0.3866391952087103,0.0,0.0,0.5007246140365249,0.0
0,3,1,21.0,0,0,7.925,2,-0.7911478565359643,-0.6417398902624202,1.0,1.0,0.42391839883370597,0.0,0.0,0.43828637974458046,1.0
0,3,1,70.5,0,0,7.75,1,2.603532745645717,-1.0926463628659455,1.0,1.0,0.7503715813993727,0.0,0.0,0.39492446436253315,0.5
0,2,1,29.0,1,0,21.0,2,-0.20230363460702494,0.23058751152675497,0.5,1.0,0.4805452491360773,0.125,0.0,0.5221747008933499,1.0
0,1,1,24.0,0,1,247.5208,0,-0.5429353022399479,2.319629258371347,0.0,1.0,0.44778803129651024,0.0,0.16666666666666666,0.7230696912296037,0.0
0,3,0,2.0,4,2,31.275,2,-2.0529218210912896,0.6919353083649279,1.0,0.0,0.3025785219266238,0.5,0.3333333333333333,0.5665407176699173,1.0
0,2,1,21.0,2,0,73.5,2,-0.7911478565359643,1.2200527208659053,0.5,1.0,0.42391839883370597,0.25,0.0,0.6173277077533108,1.0
0,3,1,29.69911764705882,0,0,8.05,2,0.0754209895566442,-0.5371234195074972,1.0,1.0,0.5072529421593373,0.0,0.0,0.4483469373725304,1.0
0,2,1,32.5,1,0,30.0708,0,0.5266085214633069,0.638283277221717,0.5,1.0,0.550641885917468,0.125,0.0,0.561381211262582,0.0
1,2,0,32.5,0,0,13.0,2,0.5266085214633069,-0.10821183727244707,0.5,0.0,0.550641885917468,0.0,0.0,0.4895936900036676,1.0
0,1,1,54.0,0,1,77.2875,2,1.6342593330344206,1.2690904173592286,0.0,1.0,0.6571603408131788,0.0,0.16666666666666666,0.6220434716091641,1.0
1,3,1,12.0,1,0,11.2417,0,-1.428877996050728,-0.22028230201106122,1.0,1.0,0.36259038066055493,0.125,0.0,0.4788163108705553,0.0
0,3,1,29.69911764705882,0,0,7.75,1,0.0754209895566442,-1.0926463628659455,1.0,1.0,0.5072529421593373,0.0,0.0,0.39492446436253315,0.5
1,3,1,24.0,0,0,7.1417,2,-0.5429353022399479,-1.6799406082876995,1.0,1.0,0.44778803129651024,0.0,0.0,0.33844666925061107,1.0
1,3,0,29.69911764705882,1,1,22.3583,0,0.0754209895566442,0.2616553404546165,1.0,0.0,0.5072529421593373,0.125,0.16666666666666666,0.5251623727298073,0.0
0,3,1,45.0,0,0,6.975,2,1.168798140045392,-1.8799107653216574,1.0,1.0,0.6123987547851958,0.0,0.0,0.3192163198209954,1.0
0,3,1,33.0,0,0,7.8958,0,0.554614576450374,-0.7439382596568463,1.0,1.0,0.5533351189055027,0.0,0.0,0.42845836148554584,0.0
0,3,1,20.0,0,0,7.05,2,-0.8728120489963159,-1.7982065083616912,1.0,1.0,0.4160650722164084,0.0,0.0,0.3270734992848313,1.0
0,3,0,47.0,1,0,14.5,2,1.25793066169206,0.022606789649600032,1.0,0.0,0.6209702814681355,0.125,0.0,0.5021740067115567,1.0
1,2,0,29.0,1,0,26.0,2,-0.20230363460702494,0.3888396207570238,0.5,0.0,0.4805452491360773,0.125,0.0,0.5373931885097546,1.0
0,2,1,25.0,0,0,13.0,2,-0.45473680761048496,-0.10821183727244707,0.5,1.0,0.45626973624712763,0.0,0.0,0.4895936900036676,1.0
0,2,1,23.0,0,0,15.0458,0,-0.6202850431124973,0.037651973387979695,0.5,1.0,0.44034960864719086,0.0,0.0,0.5036208433036421,0.0
1,1,0,19.0,0,2,26.2833,2,-0.9567818903671269,0.45974416860246914,0.0,0.0,0.40799002034336385,0.0,0.3333333333333333,0.5442118021041084,1.0
0,1,1,37.0,1,0,53.1,2,0.791147856535964,0.9890364862071737,0.0,1.0,0.5760816011568849,0.125,0.0,0.5951117782251508,1.0
0,3,1,16.0,0,0,9.2167,2,-1.2690904173592292,-0.37823266202391526,1.0,1.0,0.3779565283814268,0.0,0.0,0.46362684129852827,1.0
0,1,1,24.0,0,0,79.2,0,-0.5429353022399479,1.3396451999245262,0.0,1.0,0.44778803129651024,0.0,0.0,0.6288284496418153,0.0
0,3,0,29.69911764705882,0,2,15.2458,0,0.0754209895566442,0.05025417621651528,1.0,0.0,0.5072529421593373,0.0,0.3333333333333333,0.5048327479576674,0.0
1,3,0,22.0,0,0,7.75,2,-0.6951298207741817,-1.0926463628659455,1.0,0.0,0.43315207853187637,0.0,0.0,0.39492446436253315,1.0
1,3,0,24.0,1,0,15.85,2,-0.5429353022399479,0.09811158630531855,1.0,0.0,0.44778803129651024,0.125,0.0,0.50943500827718,1.0
0,3,1,19.0,0,0,6.75,1,-0.9567818903671269,-1.9461739846033677,1.0,1.0,0.40799002034336385,0.0,0.0,0.3128440446774492,0.5
0,2,1,18.0,0,0,11.5,2,-1.0745748200036587,-0.21256877768109023,0.5,1.0,0.39666233409834095,0.0,0.0,0.4795580903960572,1.0
0,2,1,19.0,1,1,36.75,2,-0.9567818903671269,0.7842972180579082,0.5,1.0,0.40799002034336385,0.125,0.16666666666666666,0.575422801995535,1.0
1,3,1,27.0,0,0,7.7958,2,-0.33785701481395763,-0.9178117400238891,1.0,1.0,0.4675096096866259,0.0,0.0,0.4117376275840675,1.0
0,3,0,9.0,2,2,34.375,2,-1.5130753466158227,0.7505794181100831,1.0,0.0,0.35449345011636557,0.25,0.3333333333333333,0.5721802927901016,1.0
0,2,1,36.5,0,2,26.0,2,0.7794567901643131,0.3888396207570238,0.5,1.0,0.5749573169393478,0.0,0.3333333333333333,0.5373931885097546,1.0
0,2,1,42.0,0,0,13.0,2,1.026599226458071,-0.10821183727244707,0.5,1.0,0.5987240403310208,0.0,0.0,0.4895936900036676,1.0
0,2,1,51.0,0,0,12.525,2,1.4974794951902488,-0.17692829342659014,0.5,1.0,0.6440067577201629,0.0,0.0,0.48298549664617263,1.0
1,1,0,22.0,1,0,66.6,2,-0.6951298207741817,1.1346713969386866,0.0,0.0,0.43315207853187637,0.125,0.0,0.6091169191124597,1.0
0,3,1,55.5,0,0,8.05,2,1.7092503676870414,-0.5371234195074972,1.0,1.0,0.6643719358924056,0.0,0.0,0.4483469373725304,1.0
0,3,1,40.5,0,2,14.5,2,0.968759234053376,0.022606789649600032,1.0,1.0,0.5931617940366414,0.0,0.3333333333333333,0.5021740067115567,1.0
0,3,1,29.69911764705882,0,0,7.3125,2,0.0754209895566442,-1.324005647474535,1.0,1.0,0.5072529421593373,0.0,0.0,0.3726755450597717,1.0
0,1,1,51.0,0,1,61.3792,0,1.4974794951902488,1.1036746840996499,0.0,1.0,0.6440067577201629,0.0,0.16666666666666666,0.606136086232667,0.0
1,3,0,16.0,0,0,7.7333,1,-1.2690904173592292,-1.20954663539958,1.0,0.0,0.3779565283814268,0.0,0.0,0.3836826214666587,0.5
0,3,1,30.0,0,0,8.05,2,0.36725763242455783,-0.5371234195074972,1.0,1.0,0.5353177329359075,0.0,0.0,0.4483469373725304,1.0
0,3,1,29.69911764705882,0,0,8.6625,2,0.0754209895566442,-0.4160755651955433,1.0,1.0,0.5072529421593373,0.0,0.0,0.4599876370181719,1.0
0,3,1,29.69911764705882,8,2,69.55,2,0.0754209895566442,1.168798140045392,1.0,1.0,0.5072529421593373,1.0,0.3333333333333333,0.6123987547851958,1.0
0,3,1,44.0,0,1,16.1,2,1.1110819741139204,0.12338326650744524,1.0,1.0,0.6068484163993966,0.0,0.16666666666666666,0.5118652871156263,1.0
1,2,0,40.0,0,0,15.75,2,0.9332296620625783,0.08833192265213266,0.5,0.0,0.5897450537859864,0.0,0.0,0.5084945361980241,1.0
0,3,1,26.0,0,0,7.775,2,-0.39154994094607326,-0.9727826798554204,1.0,1.0,0.4623461705678389,0.0,0.0,0.4064512868764628,1.0
0,3,1,17.0,0,0,8.6625,2,-1.1788021854537036,-0.4160755651955433,1.0,1.0,0.3866391952087103,0.0,0.0,0.4599876370181719,1.0
0,3,1,1.0,4,1,39.6875,2,-2.2896073562427874,0.8401904658733902,1.0,1.0,0.27981739789987237,0.5,0.16666666666666666,0.5807978374617785,1.0
1,3,1,9.0,0,2,20.525,2,-1.5130753466158227,0.2125687776810898,1.0,1.0,0.35449345011636557,0.0,0.3333333333333333,0.5204419095945336,1.0
1,1,0,29.69911764705882,0,1,55.0,2,0.0754209895566442,1.0097287788244826,0.0,0.0,0.5072529421593373,0.0,0.16666666666666666,0.5971016752349488,1.0
0,3,0,45.0,1,4,27.9,2,1.168798140045392,0.5634238615585514,1.0,0.0,0.6123987547851958,0.125,0.6666666666666666,0.5541822734678037,1.0
0,1,1,29.69911764705882,0,0,25.925,2,0.0754209895566442,0.3401665330650639,0.0,1.0,0.5072529421593373,0.0,0.0,0.5327124876590983,1.0
0,3,1,28.0,0,0,56.4958,2,-0.2746734453469668,1.0437670357108404,1.0,1.0,0.4735857269287317,0.0,0.0,0.600375001533275,1.0
0,1,1,61.0,0,0,33.5,2,2.0132515139943474,0.7377759247254221,0.0,1.0,0.6936065394812824,0.0,0.0,0.5709490308090202,1.0
0,3,1,4.0,4,1,29.125,1,-1.7734612670109726,0.5961093109897605,1.0,1.0,0.32945315255386226,0.5,0.16666666666666666,0.5573255055537766,0.5
1,3,0,1.0,1,1,11.1333,2,-2.2896073562427874,-0.22543191421592446,1.0,0.0,0.27981739789987237,0.125,0.16666666666666666,0.4783210927660373,1.0
0,3,1,21.0,0,0,7.925,2,-0.7911478565359643,-0.6417398902624202,1.0,1.0,0.42391839883370597,0.0,0.0,0.43828637974458046,1.0
